"chadiza","chama","chasefu","chavuma","chembe","chibombo","chiengi","chifunabuli","chikankanta","chilanga","chililabombwe","chilubi","chingola","chinsali","chipangali","chipata","chipili","chirundu","chisamba","chitambo","choma","chongwe","gwembe","ikelenge","isoka","itezhi-tezhi","kabompo","kabwe","kafue","kalabo","kalomo","kalulushi","kalumbila","kanchibiya","kaoma","kapiri mposhi","kaputa","kasama","kasempa","kasenengwa","katete","kawambwa","kazungula","kitwe","lavushimanda","limulunga","livingstone","luampa","luangwa","luano","luanshya","lufwanyama","lukulu","lumezi","lundazi","lunga","lunte district","lupososhi","lusaka","luwingu","mafinga","mambwe","mansa","manyinga","masaiti","mazabuka","mbala","milengi","mitete","mkushi","mongu","monze","mpika","mpongwe","mporokoso","mpulungu","mufulira","mufumbwe","mulobezi","mumbwa","mungwi","mushindano","mwandi","mwansabombwe","mwense","mwinilunga","nakonde","nalolo","namwala","nchelenge","ndola","ngabwe","nkeyema","nsama","nyimba","pemba","petauke","rufunsa","samfya","senanga","senga hill","serenje","sesheke","shang'ombo","shibuyunji","shiwamg'andu","siavonga","sikongo","sinazongwe","sinda","sioma","solwezi","vubwi","zambezi","zimba"
0.934397541139735,0.0000980207825817682,0.00028874032177901,0.0000000000637524506389309,0.00000240027664402504,0.00000666974957757175,0.000000172592482956363,0.00000697710028358117,0.0000021458348961575,0.00000696372422922963,0.0000022207817296779,0.0000138871714236434,0.00000388668269691638,0.0000146516171650871,0.00445562104855944,0.0208409882950797,0.000000610260230448388,0.0000038230978188702,0.00000906333655291204,0.000229676893765782,0.000000512781919437091,0.0000176295943247006,0.000000895821715389708,0.000000000850527448856695,0.00000760115188595876,0.000000087929088061431,0.00000000155154920789288,0.0000180990329444624,0.00000803889667391565,0.000000000188908209881268,0.000000209828758407303,0.00000354185278318265,0.0000000248277126220056,0.0000575308063220164,0.00000000625475378331103,0.0000309580860600195,0.000000200675649886606,0.0000248630757817316,0.000000151685187576332,0.00774836265030861,0.010090667236564,0.000000906316429870407,0.0000000284055576033918,0.0000294849362831335,0.000117291574228676,0.000000000524216562170317,0.0000000278115974307384,0.00000000709837390881057,0.000028835013903074,0.0000298892785106715,0.0000113876587206296,0.00000132827010515026,0.00000000157645746287304,0.00148553653299082,0.000662905466982282,0.0000085779660697547,0.00000173829564639752,0.00000279600806386475,0.00010299964407518,0.00000665190303773082,0.0000119389704670453,0.00276089689141282,0.00000712683458976307,0.00000000299199192039923,0.0000143876881189349,0.00000256452988180474,0.0000012112924592976,0.00000732099001325543,0.000000000108978257197641,0.000104995974870995,0.00000000163697896298948,0.00000146143891293509,0.000423738856629515,0.00000347679235886134,0.000000410796628976034,0.00000087707901124028,0.00000719226204852606,0.0000000211670481643764,0.0000000025554392671327,0.000000623633463227273,0.0000098024095472706,0.000000143789203123086,0.00000000142884435353532,0.000000318627808025697,0.000000987891868441206,0.00000000794190558401115,0.00000513464966641625,0.000000000249089789990805,0.000000340772485813175,0.000000412861137557519,0.000042378644576545,0.00000101371615359606,0.0000000121390367221946,0.000000209006996856614,0.000452997759855746,0.000000219346762585761,0.00652571473765412,0.0000274925548876765,0.0000179795836632831,0.00000000121384732501285,0.00000221585332776232,0.000268351962711886,0.000000000590196049499109,0.0000000000735917385665293,0.00000143223254387473,0.0000294809960484826,0.00000234369268662256,0.0000000000590450751870737,0.000000252131129998932,0.0053249940983646,0.000000000253166715762117,0.00000036456855727398,0.00305323060032854,0.000000000486168966748014,0.0000000707541848622033
0.000165856115948405,0.934397541139735,0.010310921651027,0.0000000000640882086909466,0.0000114852826799069,0.00000119848651060266,0.0000161442515757287,0.000124194814701604,0.000000132286883445128,0.000000670699014507447,0.00000440220562792659,0.000361750596894365,0.00000670062472272657,0.00635915566187293,0.00104127089546782,0.000831720214630442,0.0000161755545763931,0.00000018471607704468,0.0000011473520667214,0.000226779729149529,0.0000000343619023799189,0.00000144047411224575,0.0000000453362950781518,0.00000000289250464966903,0.00473390600685224,0.0000000131806459916023,0.00000000123437401301521,0.00000349006286479025,0.000000517226562319073,0.000000000084123927859988,0.0000000157233170228108,0.00000461685628361746,0.0000000421155856085536,0.0011542229908049,0.00000000254377365102827,0.00000757015347878191,0.0000237980676150543,0.00276137973303172,0.0000000921705668468244,0.000459487753882271,0.000242422514729125,0.0000477681609612354,0.00000000240374516109488,0.0000370406204055733,0.000279501406382781,0.000000000194231347509892,0.00000000168406564099646,0.00000000175638565759043,0.00000110826218487941,0.00000358266346783652,0.00000998165555819882,0.00000140870616393405,0.000000000804740249499399,0.0041674610668393,0.00532057339558711,0.0000924691047200213,0.000193011548986116,0.0000786339314871425,0.00000922237228878273,0.000336167960468323,0.0065764966492534,0.000555397732495357,0.0000721775297563962,0.000000003308141997036,0.00000842282184310269,0.000000215209819644365,0.000433879402882188,0.0000310974123981054,0.000000000065996027875243,0.0000310560003320858,0.000000000478351706795978,0.000000111310259664526,0.00623268982609747,0.00000191149253892622,0.0000401264684550946,0.000207775744115768,0.0000120353596454649,0.0000000128499497436847,0.000000000397407996227273,0.000000136861306536891,0.00331123200048842,0.000000352097180720426,0.000000000151444508062637,0.0000108116196362563,0.000019404041922351,0.0000000173220337945104,0.0030136344942485,0.0000000000654190606438708,0.0000000375816240816796,0.0000218866831352856,0.0000421915422496772,0.000000379416173942657,0.00000000372629096795426,0.0000336748876844588,0.0000306654157686407,0.0000000133130833327886,0.000352261261422923,0.00000172478200273305,0.000111876229855417,0.000000000251154892829618,0.00084420850822876,0.0000982624450610084,0.0000000000746952437061781,0.0000000000158952023883204,0.000000164389535957405,0.00381494818203416,0.000000107764729048408,0.0000000000214302051940674,0.0000000116954429464098,0.000142557857529217,0.0000000000413897603228677,0.000000563887573273046,0.0000969856657985011,0.000000000397435993880699,0.00000000372412846995058
0.000495630978921757,0.0104600839274863,0.934397541139735,0.0000000000369204050898837,0.00000545408209181186,0.0000012755166597039,0.00000342623454237967,0.0000444958318998824,0.000000192836219364321,0.000000857384780671442,0.00000249439865429862,0.000125190472892512,0.00000390894820143896,0.00110455935530069,0.00312663799641001,0.00255700111075304,0.00000488071518809967,0.000000293821327910266,0.00000139612259517937,0.000219042310456582,0.0000000471549190662016,0.00000197361753884033,0.0000000694226000883066,0.00000000124127032255612,0.000879140940208387,0.0000000139342650912,0.000000000779007592488188,0.00000376890214577394,0.000000756415012583598,0.0000000000609745496865325,0.0000000206188485139083,0.00000294591737247189,0.0000000224779508407253,0.000511338566246186,0.00000000195146067353005,0.00000779539734048845,0.00000485617383381221,0.000645953800924664,0.0000000664515211869168,0.00122150414316707,0.000622614291858327,0.0000119929801844491,0.000000002987889485416,0.0000244277831744834,0.000241526377145106,0.000000000150225078186616,0.00000000233581893827335,0.00000000156337920616768,0.00000199846397896996,0.00000474114834895744,0.00000730542708377617,0.000000924109417919394,0.000000000572830800334559,0.010518121493488,0.0207251005254799,0.0000412456382798126,0.0000422353094623215,0.0000242507025916596,0.0000121457355920529,0.0000933166039920571,0.00162496748305875,0.00118747899518371,0.000028368566972999,0.00000000192282788582447,0.00000698152335409484,0.000000282108918760647,0.0000749580452538697,0.0000160428960435125,0.0000000000439564484491125,0.0000329660699818402,0.000000000397205860574747,0.000000148734986599087,0.00485322628392302,0.00000151382513137409,0.00000874773759113059,0.0000379202565036595,0.00000734231712567463,0.0000000089929359665826,0.000000000404576161888043,0.000000131802993524599,0.000588487181321151,0.00000018132659487845,0.000000000172868443206374,0.00000296155253813317,0.00000618263068215211,0.00000000844641982728206,0.000532535415226184,0.0000000000555515028513495,0.0000000442574701012317,0.00000530307715365338,0.0000302606351795141,0.000000327575551193763,0.00000000314841971787214,0.00000651902726704916,0.0000513143056660022,0.0000000190115761884446,0.000696552338089165,0.00000265859918387143,0.0000547839207967294,0.000000000231419355049486,0.000145612162759282,0.000112145982972842,0.0000000000798574378537362,0.0000000000142179556101498,0.000000197369544490237,0.00101282127482738,0.000000172638039040124,0.0000000000163950054022245,0.000000018133045635083,0.000334576702830106,0.0000000000405366429647418,0.000000319306459788176,0.000328303859257566,0.000000000244811206082847,0.00000000546907959312557
0.00000000113129240801474,0.000000000672113775412302,0.000000000381674757944089,0.934397541139735,0.000000510122692508229,0.0000128008435693027,0.0000000586159846191049,0.000000111023198129064,0.000000636984908742667,0.00000365196807329627,0.00000661672556496632,0.0000000375625004055458,0.0000178882814594586,0.000000000962590944766136,0.00000000122732785101468,0.00000000254371136333618,0.0000000695671388819094,0.000000254188570018416,0.000000927962899495945,0.0000000378370479569329,0.00000696967673950432,0.00000140017618299114,0.000000678538150407896,0.000407205816330655,0.000000000250688427745748,0.0000389254092310762,0.00385188253261031,0.00000380214864536931,0.000000640762631267122,0.00589632527376467,0.0000127846088369188,0.00000641228535132889,0.00027291446912218,0.0000000140128265891899,0.00150107476073221,0.00000331599421353107,0.0000000204197040092853,0.0000000220613907174346,0.00010003473729222,0.00000000220498157871969,0.00000000382193138168919,0.0000000848549805414835,0.0000170656044752009,0.0000162190304100215,0.00000000900177740188378,0.00165585760253029,0.0000056800435966323,0.000237716896847764,0.0000000221471589726334,0.0000000909503183653265,0.00000354215847546738,0.0000114283603638802,0.00332799308802938,0.00000000145966391819446,0.000000000405526276318151,0.0000000241164759936101,0.0000000108019214822813,0.0000000794085267026076,0.0000245760230948872,0.0000000295905119674804,0.000000000122659365413498,0.0000000029972324421604,0.000000880730581505755,0.00225937718362858,0.00000159117771687159,0.00000423972085433434,0.00000000174824272890695,0.000000270771130689845,0.0075400809537495,0.00000050521179881533,0.00174866973830245,0.00000567647794695969,0.00000000565330402212501,0.00000961501812726713,0.0000000135062965630158,0.00000000487709997404537,0.00000472152572048799,0.000479407222267961,0.0000400402464089078,0.0000754052188601847,0.00000000274996196804071,0.0000051467389673868,0.0000115692699205766,0.000000138758708674381,0.000000376489855743425,0.00152398023819217,0.000000000519940905966022,0.000610807837067592,0.0000122817193322321,0.000000243162375135454,0.00000772970788152823,0.00000700829449962716,0.000160520908109364,0.00000000625304394403788,0.0000000356411582936532,0.000000895587152772166,0.0000000329622184128954,0.0000001055838390067,0.000000173072421298678,0.000310799588573382,0.0000000013694525307392,0.0000000712646072490736,0.0000333581649059171,0.000183454930657889,0.00000262017745386969,0.00000000208911800774395,0.000000325227219102673,0.00145292535379528,0.00000116595053852311,0.00000000692519277565447,0.000107657089031587,0.000116955959045024,0.000000000260317900799509,0.031430821012675,0.00000225779274349211
0.00000396796372612482,0.0000112210825542754,0.0000052526329890979,0.0000000475229124301958,0.934397541139735,0.000107283576112089,0.0000763970212633918,0.00167522477500833,0.00000335254759540193,0.0000278162534700392,0.00274584480657315,0.000627497968283083,0.00401472226697207,0.0000159516836632018,0.00000821336190837389,0.0000118003337630467,0.000440863537570196,0.00000269729978781864,0.0000389665857181299,0.000253866135812705,0.00000184411518304583,0.000033280011283658,0.00000116289475718563,0.00000199506253950675,0.00000409432631550421,0.0000021473519602208,0.000000828236040597973,0.000196035297475921,0.00000997352137001362,0.0000000479708983296936,0.00000114283700911342,0.00198767180162233,0.0000318598662689316,0.000231685949296374,0.0000012093825848312,0.000409280229030713,0.0000484623794789376,0.000329383334780085,0.0000427196316804844,0.0000105751693584166,0.0000122072396719487,0.000374543237914976,0.000000252198054315804,0.0116886925398273,0.0000907849435925612,0.0000000957275038770644,0.000000116701683364867,0.000000569068847773029,0.00000346503596274051,0.0000326319176966262,0.00195436354096515,0.000655743068420797,0.000000454197245199331,0.0000149408207087448,0.00000472539123818423,0.000409512002539547,0.00010182198304421,0.000863398091759442,0.000301785501556455,0.000406224470355979,0.00000210660308089509,0.0000177280953599261,0.0105429079923249,0.0000023983788588686,0.00083101812407534,0.0000100131083742218,0.0000154101330338995,0.00393454284483481,0.0000000424636898044981,0.00048221408783119,0.000000201182671072058,0.00000552564791216136,0.0000779762807489934,0.000448809544655968,0.0000685191467144353,0.0000323948056262495,0.00508371729734928,0.0000069685212741636,0.0000000892359307745599,0.0000264500478594116,0.0000391953889476284,0.000266440383877982,0.0000000243132683335192,0.000326548316583562,0.00145456622572143,0.0000131913368905913,0.00000734995854886066,0.0000000269866416125984,0.00000357689666311764,0.000332684122602207,0.00748783516487804,0.0000770428391318148,0.00000132191477960271,0.0000238851044686342,0.0000377380748780262,0.000000542755532146016,0.0000789406822836495,0.0000128451800783219,0.00280782748270293,0.0000000810726143886254,0.0000154471767109377,0.000228308752391514,0.0000000159099028947125,0.00000000594877890013866,0.0000101357730010812,0.000036028776661409,0.00000178836881554839,0.0000000112472079661212,0.000000375961608603565,0.0000160202332999456,0.0000000119478903800278,0.00039936012433155,0.00000107911691592071,0.000000278098634832946,0.000000179277608133368
0.00000123156090608039,0.000000130787485831929,0.000000137208650866959,0.000000133200841249507,0.0000119832112012923,0.934397541139735,0.00000010762481886769,0.00000318845620566044,0.000453843776195177,0.00403049364820693,0.000109845420967387,0.00000183363107808949,0.000281915098330448,0.0000000770600919817541,0.000000921434185502172,0.00000243316341683298,0.000000601067896932725,0.000241381816946017,0.00149528931443434,0.0000143214790948298,0.000362740875035598,0.00214600578231498,0.000193410130783742,0.000000394405811384796,0.0000000209531254955793,0.000230630868881681,0.00000324524229076661,0.00455842770713806,0.000806084310213461,0.000000576909092276501,0.000210015294575552,0.000234267994202153,0.0000154042720640437,0.00000171175403537721,0.0000185502221848423,0.00278829145681705,0.0000000659884189298741,0.000000926935284136471,0.000231438761668665,0.00000194922171422955,0.00000406386385725434,0.00000051091438063483,0.000038336474947631,0.00102655736888224,0.00000271008885997387,0.00000163817659137399,0.0000209986783613647,0.0000224303165847455,0.0000366525286472378,0.000113434121095493,0.000431240648890448,0.000254517752169522,0.00000438838809790764,0.000000726189536722517,0.000000193355237917896,0.00000175499312553911,0.000000177267529840313,0.00000133394860894207,0.0325409101483826,0.000000857564174762927,0.0000000157936097766864,0.00000214671996065807,0.0000145305023545232,0.00000443399404935671,0.000416234582278889,0.00186756482254694,0.0000000306461514185612,0.0000142094213843056,0.000000297769776880912,0.000332692711765771,0.00000519776556332394,0.0010827192067913,0.0000014971300460749,0.00112273574420396,0.0000000972056228094953,0.0000000533864203203325,0.00019651658534016,0.0000446307483327418,0.00000671781957311068,0.00198084998124003,0.000000121799902368009,0.0000149562145217058,0.00000266298930929956,0.000000473699960174904,0.00000210111933132143,0.00000524704930401925,0.0000000259156357692553,0.000000780846247622982,0.000613310872099681,0.000000492183080417899,0.000939480160933915,0.00111867735090106,0.0000379036665982547,0.0000000336958982278914,0.0000432901650069911,0.000105522446546617,0.0000345844154500488,0.000173666755172153,0.000011233778753782,0.00000362304333872252,0.0000000370064319374033,0.0000413140933667411,0.00000130854130989281,0.000000218989587212661,0.00194127651971399,0.000000232247033970008,0.000208980307560807,0.0000001868849266329,0.0000725091964795959,0.00000802926796843411,0.000000669020766105756,0.000132400835484364,0.000000276439089521326,0.0000011018878972628,0.0000350960830752549
0.000000299975711084351,0.0000165832178553686,0.00000346920765869428,0.00000000574119490078032,0.0000803219505537625,0.00000101304860328063,0.934397541139735,0.000476778396952907,0.0000000306760440468983,0.000000254003998444748,0.0000388725680654651,0.000304169060528861,0.0000589893494986204,0.0000726019509934903,0.00000118001306447578,0.00000116851120543618,0.000659709704516415,0.0000000254723782965691,0.000000361010795180332,0.0000107747908617201,0.0000000177971736065701,0.000000311136590545397,0.0000000106144234266735,0.000000762897271347652,0.0000302656439152865,0.0000000269358280294984,0.0000000502415700488651,0.00000179152803170422,0.0000000933984975891596,0.00000000244082225096771,0.0000000117511040914799,0.0000220875264915515,0.00000233210236894598,0.000074082311629525,0.000000036441925027237,0.00000378234946954666,0.0161939252028594,0.0011141677395858,0.000000863138101783905,0.000000937601076801404,0.000000732642761554434,0.00557739704447191,0.00000000294761364230722,0.000111361176844657,0.00000769488035396931,0.0000000034846868060204,0.00000000124188424247174,0.0000000114732173765613,0.0000000451163208421217,0.000000390386527301218,0.00001792140820989,0.00000892859850478217,0.0000000191499500717242,0.00000380297613850751,0.00000209154856552886,0.0000537037813473501,0.00138474173138987,0.000860324060397223,0.00000276147109327133,0.000758709302879807,0.00000988743499536781,0.00000164016448939001,0.000826604715944082,0.00000018134152460869,0.00000768492619998986,0.0000000924464075267703,0.000767764539418321,0.0000697868562711269,0.00000000277659239125044,0.00000594054263658979,0.00000000592075262322005,0.0000000517877283424869,0.0000245556853135687,0.00000463069248946897,0.00328607036800696,0.00240053396735599,0.0000504068556582931,0.000000212955319114727,0.00000000146513862533475,0.00000032471516256001,0.000372832494148035,0.00000906067575691325,0.00000000034892852615308,0.00249204764313519,0.00134082116803964,0.00000208791670287768,0.000116247933129771,0.000000000829933188028178,0.0000000371573088870685,0.0209408341360553,0.000068403618775788,0.000000821774112612132,0.0000000267038201551311,0.00424537382858692,0.000000773996695083835,0.0000000050586354542221,0.00000296454705748213,0.000000144095583850968,0.000131581350736192,0.00000000183614188745644,0.000391382626248281,0.00000557440362940934,0.000000000276029025311985,0.000000000172798810889144,0.0000000943742273771988,0.0000472741932448526,0.0000000165865117453823,0.000000000513800470803772,0.00000000348716941870717,0.000000698905447921415,0.000000000265721224632194,0.0000140209780194047,0.000000108470908473478,0.0000000227094153224958,0.00000000175402940037092
0.0000085771995558588,0.0000902320216359087,0.0000318668306517036,0.0000000076914158637302,0.00124576820456354,0.0000212277829850605,0.000337227438262522,0.934397541139735,0.000000861558343648303,0.00000652356997199934,0.000388747699062391,0.00618398880458034,0.000568622305414362,0.000168148230878884,0.0000258640116559391,0.0000299637561160939,0.0016974262534433,0.000000806732864955806,0.0000104253323134952,0.000416472392708966,0.000000369662715828221,0.00000941785472650809,0.000000285020790437018,0.000000444342007083787,0.0000438729068354072,0.000000343790646414849,0.000000123823519096831,0.0000468919815522229,0.0000028687153662484,0.00000000692908019644205,0.000000211730091523206,0.000297466682601841,0.00000516653486478964,0.00147825088902041,0.00000017128042855367,0.000104464746379419,0.00028963354233757,0.0037578512179231,0.00000606147404761238,0.0000256712622471607,0.0000231882328348329,0.00202309515331341,0.0000000426754782625898,0.00196233027828788,0.000249954156485622,0.0000000135955949427449,0.0000000212410381976883,0.0000000819017244643219,0.00000177873021923088,0.0000146095570072065,0.000377789972349567,0.0000946335272732095,0.000000065201230784826,0.000063797754176423,0.0000243769136525619,0.00198924124661663,0.0010736156408986,0.00700087829311052,0.00007622365753715,0.00470454676278536,0.0000207314477677651,0.0000453715872834715,0.0108245030873004,0.00000037379657592194,0.000199862095706434,0.00000219426913846128,0.000171068158820748,0.00204083777259874,0.00000000630083904134665,0.000218633540401482,0.0000000284822760941365,0.0000011630335636792,0.000407378097252679,0.0000743612130005453,0.000524471055962334,0.000324915835227116,0.000791389948397079,0.00000099061609445068,0.0000000133259074334141,0.00000419933905466408,0.000449844401895371,0.0000414888051278421,0.00000000378528886323885,0.000883133953833529,0.0025577492568252,0.00000242263089353662,0.0000841108459731576,0.00000000382045384021307,0.000000644466791223607,0.00105971444840599,0.00156224864391235,0.0000127658982756442,0.000000189452225551736,0.000186098980244269,0.0000314988664370262,0.000000117227782264126,0.000109951032209111,0.00000532488493100832,0.00516492953514943,0.0000000116099377950133,0.000178266100973375,0.000226795704310775,0.00000000236922768212379,0.000000000843352884289676,0.0000021252968522715,0.000320558733687676,0.000000503508512966995,0.00000000160902646950138,0.0000000835153315851873,0.0000245824706884422,0.0000000017200482717323,0.0000593816891920007,0.00000271466578156526,0.000000042706307641703,0.0000000356819889119273
0.00000112541232415278,0.000000041003301144331,0.0000000589186739532274,0.0000000188263668639171,0.00000106361369626497,0.00128906667431522,0.00000000925657876504906,0.000000367561069522141,0.934397541139735,0.00381763490262154,0.00000759504754509711,0.000000259729398459194,0.0000188215689721648,0.0000000167740247293013,0.000000596757484207313,0.00000195961054188547,0.0000000561149435296022,0.00169072779259313,0.000498223710188383,0.00000392223876381774,0.00102968578211176,0.00258663469091605,0.00141260946359856,0.0000000284830918341663,0.00000000498454069674315,0.000114173844920768,0.00000040824744373234,0.000653992029709479,0.00247741383053759,0.000000141353738563553,0.000424655086175971,0.0000166532104977448,0.00000106912507934035,0.00000034080525029396,0.00000354949035641277,0.000402736713091367,0.00000000624002674887503,0.000000145252343652554,0.0000178866074302061,0.00000138364786498994,0.00000338930163815184,0.0000000485152475661875,0.0000573261137831083,0.0000829026163944915,0.000000735603256025097,0.000000419837086989072,0.0000523727973643215,0.00000685914859989218,0.0000662490536524746,0.0000527833889732854,0.0000379290066247439,0.000016052981339755,0.000000779686599145113,0.00000034896103810974,0.0000000982736313166133,0.000000256618642263545,0.0000000219506874188277,0.000000142857461906368,0.0365166029371257,0.000000112006838294806,0.00000000452208224871015,0.00000120657521762025,0.00000135353813529723,0.000000436174319516648,0.0000452690444075059,0.00395911595320207,0.00000000441414483559417,0.00000155094448585032,0.0000000560086741468986,0.0000793377998499353,0.00000164684463624526,0.00285315638737489,0.000000460660870594599,0.000073730118615367,0.0000000101509428878046,0.0000000066375369829342,0.0000155453824689495,0.00000484399011449055,0.00000400033376862218,0.000343097448726632,0.000000021641702099206,0.000000926569813497672,0.00000279388924965309,0.0000000395853381785724,0.000000176670135970969,0.00000039272344484821,0.00000000522103820703928,0.000000299244451310512,0.000525384293801427,0.0000000404376915813735,0.0000889275009964282,0.0000680665001619043,0.00000780371322728812,0.00000000354886036186489,0.0000307619226843055,0.000427571370986131,0.0000247289577902562,0.000200042508199589,0.00000143374455970669,0.00000165375052545138,0.00000000590668073107992,0.0000131563492753658,0.0000011060169555266,0.00000010760216529913,0.000965295446983715,0.0000000517379038624221,0.00197497858096827,0.0000000570049403201247,0.000373243662602783,0.00000705717232309746,0.000000429954006516177,0.00000818734018228518,0.000000258803840303611,0.000000160653790273183,0.000121939845300381
0.000000777107460953568,0.000000044233760005743,0.0000000557396550747404,0.0000000229661658902468,0.00000187772399203472,0.00243585475777131,0.0000000163085688976829,0.000000592180756101614,0.000812303910168113,0.934397541139735,0.000014354119767666,0.00000038827247826206,0.0000358120123011504,0.0000000209731637732152,0.000000478225551040766,0.0000014281584637144,0.0000000967606728340288,0.000427525730752362,0.000733297823961462,0.0000046642112179503,0.000363621584159242,0.00246263957386835,0.000305307936458875,0.0000000482118383877602,0.00000000598566066936452,0.0000899390147065159,0.000000532595134947178,0.00112915260256419,0.00127963330104088,0.000000134599628416159,0.000171512140061971,0.0000313445913446894,0.00000185556856375812,0.000000448697393327021,0.00000388626824550934,0.000664758961473918,0.0000000106521573474774,0.000000207589022295404,0.0000297567085240807,0.00000107321445989125,0.00000246152478012143,0.0000000829726134614763,0.0000254931134263946,0.000151588735506477,0.000000867601228756013,0.00000039637497360086,0.0000180408176676726,0.00000619606298479967,0.0000366331886985636,0.0000559537837546762,0.0000681265167870857,0.0000307597437665118,0.000000872043961123065,0.00000031760122185609,0.0000000865454179757675,0.000000381322586162685,0.0000000341721243142867,0.000000235424080019038,0.0469415195070657,0.000000171783575766765,0.00000000502894445391601,0.00000104118031841581,0.00000234550247606846,0.000000637447547739192,0.0000772851447534086,0.00232575922379343,0.00000000645900966270372,0.00000256893852063175,0.0000000601877303995921,0.000104981286680846,0.00000141858886234863,0.0011927106212474,0.000000508053116377621,0.000140974443947402,0.0000000167760649010275,0.0000000102742024514312,0.0000285114269455074,0.00000686803926393109,0.00000267019889899528,0.000436540315096954,0.0000000293052347501587,0.00000177533173564515,0.00000142072961230614,0.0000000705966620126268,0.000000315045973979221,0.00000065371733484259,0.00000000669562587133525,0.000000234102345748072,0.000356492062595451,0.0000000723927472425057,0.000156289523651318,0.000129010585997401,0.00000848152438048219,0.00000000583423600475712,0.0000253318037653465,0.00012834445056655,0.0000196246429546256,0.000147587810220741,0.00000224558335449328,0.00000121324668357825,0.00000000831743230259304,0.000014994170999477,0.000000610378233849312,0.0000000746292654764823,0.00140757425477207,0.0000000645424588248241,0.000378322187019485,0.0000000489543444176182,0.0000935387218972302,0.00000505245050787979,0.000000265767295376631,0.0000152380762594377,0.000000175358883875921,0.000000194278259540881,0.0000364728003793354
